# English inventory index, Spanish, French, German, Portuguese. = preserves technical notation; @N reuses row N.
38	Indicador en la esquina: rojo en la oscuridad, verde con luz plena, con la lectura al lado. Permite comprobar que la exploración sigue la iluminación. Al entrar en sombra debe virar a rojo; al salir, a verde. Si se mueve al revés, usa la opción anterior. Es solo informativo.	Voyant dans le coin : rouge dans l'obscurité, vert en pleine lumière, avec la mesure à côté. Il permet de vérifier que l'analyse suit l'éclairage. Il doit rougir à l'ombre et verdir à la lumière. S'il réagit à l'envers, utilisez l'option précédente. Affichage uniquement.	Anzeige in der Ecke: Rot bei Dunkelheit, Grün bei vollem Licht, mit Messwert daneben. So lässt sich erkennen, ob die Suche die Beleuchtung verfolgt. Im Schatten sollte sie rot, im Licht grün werden. Bei umgekehrtem Verhalten hilft die obige Einstellung. Reine Anzeige ohne Einfluss auf das Bild.	Indicador no canto: vermelho no escuro, verde sob luz plena, com a leitura ao lado. Permite verificar se a análise acompanha a iluminação. Na sombra deve ficar vermelho; na luz, verde. Se reagir ao contrário, use a opção acima. É apenas informativo.
39	Multiplica la exposición del juego. 1.00x usa el valor exacto y es la referencia correcta. Necesitar un ajuste muy alejado de 1 indica una lectura incorrecta; 0.8–1.25 es razonable, pero 4 suele ocultar un problema anterior. El blanco de papel manual se conserva y se restaura al desactivar la opción anterior.	Multiplie l'exposition du jeu. 1.00x utilise sa valeur exacte et constitue la référence. Un réglage très éloigné de 1 indique une lecture incorrecte ; 0.8–1.25 est raisonnable, mais 4 masque généralement un problème en amont. Le blanc papier manuel est conservé et restauré quand l'option précédente est désactivée.	Multipliziert die Belichtung des Spiels. 1.00x übernimmt den Wert exakt und ist die richtige Referenz. Ein Wert weit von 1 weist auf eine falsche Messung hin; 0.8–1.25 ist plausibel, 4 verdeckt meist ein vorgelagertes Problem. Der manuelle Papierweißwert bleibt gespeichert und wird beim Abschalten der obigen Option wiederhergestellt.	Multiplica a exposição do jogo. 1.00x usa o valor exato e é a referência correta. Um ajuste muito distante de 1 indica uma leitura incorreta; 0.8–1.25 é razoável, mas 4 geralmente esconde um problema anterior. O branco do papel manual é preservado e restaurado ao desativar a opção acima.
40	Multiplica el punto blanco de la exploración entre anclas. Ajusta hasta que la imagen se vea bien con la luz actual y pulsa Anclar aquí: guarda el valor ajustado como nueva ancla y restablece el multiplicador a 1.	Multiplie le point blanc de l'analyse entre les ancrages. Réglez l'image pour l'éclairage actuel puis cliquez sur Ancrer ici : la valeur corrigée devient un nouvel ancrage et le multiplicateur revient à 1.	Multipliziert den Weißpunkt der Suche zwischen Ankern. Bei aktueller Beleuchtung passend einstellen und Hier verankern drücken: Der korrigierte Wert wird als neuer Anker gespeichert, der Faktor auf 1 zurückgesetzt.	Multiplica o ponto branco da análise entre âncoras. Ajuste a imagem para a iluminação atual e pressione Ancorar aqui: o valor ajustado vira uma nova âncora e o multiplicador volta a 1.
41	Ni la IA puede empeorar esto	Même l'IA ne peut pas faire pire	Selbst KI kann das nicht verschlimmbessern	Nem a IA consegue piorar isso
42	Acum. añadida por fotograma	Accum. ajoutée par image	Akkumulation pro Frame	Acúmulo adicionado por quadro
43	Color de acento	Couleur d'accentuation	Akzentfarbe	Cor de destaque
44	Aceptar el primer HUDless	Accepter le premier HUDless	Erstes HUDless akzeptieren	Aceitar o primeiro HUDless
45	Activo	Actif	Aktiv	Ativo
46	DispatchFlags activos	DispatchFlags actifs	Aktive DispatchFlags	DispatchFlags ativos
47	Particularidades activas	Particularités actives	Aktive Sonderfälle	Particularidades ativas
48	Entrada activa: %s	Entrée active : %s	Aktive Eingabe: %s	Entrada ativa: %s
49	Salida activa: %s	Sortie active : %s	Aktive Ausgabe: %s	Saída ativa: %s
50	Avanzado	Avancé	Erweitert	Avançado
51	Parámetros DA avanzados	Paramètres DA avancés	Erweiterte DA-Parameter	Parâmetros DA avançados
52	Ajustes DLSS avanzados	Réglages DLSS avancés	Erweiterte DLSS-Einstellungen	Configurações DLSS avançadas
53	Ajustes DLSSD avanzados	Réglages DLSSD avancés	Erweiterte DLSSD-Einstellungen	Configurações DLSSD avançadas
54	Ajustes FG avanzados	Réglages FG avancés	Erweiterte FG-Einstellungen	Configurações FG avançadas
55	Indicadores de inicio avanzados	Indicateurs d'initialisation avancés	Erweiterte Initialisierungsflags	Indicadores de inicialização avançados
56	Ajustes OptiFG avanzados	Réglages OptiFG avancés	Erweiterte OptiFG-Einstellungen	Configurações OptiFG avançadas
57	Ajustes avanzados	Réglages avancés	Erweiterte Einstellungen	Configurações avançadas
58	Afecta a FSR-FG y a los reescaladores	Concerne FSR-FG et les moteurs de mise à l'échelle	Betrifft FSR-FG und Upscaler	Afeta FSR-FG e os upscalers
59	Tras cambiar esta opción, guarda los ajustes. Se aplicará en el próximo inicio.	Après ce changement, enregistrez les réglages. Ils seront appliqués au prochain lancement.	Nach der Änderung Einstellungen speichern. Wird beim nächsten Start angewendet.	Após alterar esta opção, salve as configurações. Será aplicada na próxima inicialização.
60	@59	@59	@59	@59
61	Agresivo	Agressif	Aggressiv	Agressivo
62	Todas las relaciones	Tous les rapports	Alle Verhältnisse	Todas as proporções
63	Todos tus píxeles nos pertenecen	Tous vos pixels nous appartiennent	Alle deine Pixel gehören uns	Todos os seus pixels nos pertencem
64	Permitir asincronía	Autoriser l'asynchrone	Asynchronität erlauben	Permitir assincronia
65	Permite WaitForSingleObject en lugar de esperar activamente el valor de la barrera	Autorise WaitForSingleObject au lieu d'attendre activement la valeur de la barrière	Erlaubt WaitForSingleObject statt aktivem Warten auf den Fence-Wert	Permite WaitForSingleObject em vez de esperar ativamente pelo valor da barreira
66	Permite XeLL sin FG en tarjetas no Intel. Desactiva las opciones FG. Requiere reiniciar.	Permet XeLL sans FG sur les cartes non Intel. Désactive les options FG. Redémarrage requis.	Erlaubt XeLL ohne FG auf Nicht-Intel-Karten. Deaktiviert FG-Optionen. Neustart erforderlich.	Permite XeLL sem FG em placas não Intel. Desativa as opções FG. Requer reinicialização.
67	Permite dormir al bloqueo de temporización para reducir uso de CPU. Los FPS pueden aumentar más lentamente.	Permet au verrou de cadencement de dormir pour réduire l'usage CPU. La montée des FPS peut être plus lente.	Lässt die Timing-Warteschleife schlafen, um CPU-Last zu senken. FPS können langsamer ansteigen.	Permite que a espera de temporização durma para reduzir o uso de CPU. Os FPS podem subir mais lentamente.
68	Permite una máscara reactiva. Una máscara enviada a DLSS puede dar malos resultados con FSR/XeSS.	Autorise un masque réactif. Un masque envoyé à DLSS peut produire une mauvaise image avec FSR/XeSS.	Erlaubt eine reaktive Maske. Eine für DLSS gelieferte Maske kann mit FSR/XeSS schlechte Bilder ergeben.	Permite uma máscara reativa. Uma máscara enviada ao DLSS pode produzir uma imagem ruim com FSR/XeSS.
69	Rastrear siempre los heaps	Toujours suivre les heaps	Heaps immer verfolgen	Sempre rastrear heaps
70	Rastrear siempre los recursos puede reducir el rendimiento, pero también corregir fallos de HUDFix.	Suivre constamment les ressources peut réduire les performances, mais aussi corriger des plantages HUDFix.	Ständige Ressourcenverfolgung kann Leistung kosten, aber auch HUDFix-Abstürze beheben.	Rastrear recursos continuamente pode reduzir o desempenho, mas também corrigir falhas do HUDFix.
71	Un límite activo de 0 detecta automáticamente la frecuencia de la pantalla	Une limite active de 0 détecte automatiquement la fréquence de l'écran	Ein aktives Limit von 0 erkennt automatisch die Bildwiederholrate	Um limite ativo de 0 detecta automaticamente a frequência da tela
72	Anclar aquí	Ancrer ici	Hier verankern	Ancorar aqui
73	Y así se llega a 60 FPS	Et voilà comment atteindre 60 FPS	Und so erreicht man 60 FPS	E assim se chega a 60 FPS
74	Filtrado anisotrópico	Filtrage anisotrope	Anisotrope Filterung	Filtragem anisotrópica
75	=	=	=	=
76	=	=	=	=
77	Reducción de estelas (GB)	Réduction des traînées (GB)	Nachbildreduzierung (GB)	Redução de rastros (GB)
78	Tinte rojo contra estelas	Teinte rouge anti-traînées	Roter Farbton der Nachbildkorrektur	Tonalidade vermelha antirrastros
79	Pantalla dividida contra estelas	Écran partagé anti-traînées	Geteilter Bildschirm zur Nachbildkorrektur	Tela dividida antirrastros
80	Aplicar cambio	Appliquer la modification	Änderung anwenden	Aplicar alteração
81	Aplicar cambios	Appliquer les modifications	Änderungen anwenden	Aplicar alterações
82	Aplicar límite	Appliquer la limite	Limit anwenden	Aplicar limite
83	Aplicar objetivo	Appliquer la cible	Ziel anwenden	Aplicar alvo
84	Aplicar temporización	Appliquer le cadencement	Timing anwenden	Aplicar temporização
85	Usa la sustitución como multiplicador. En modo de escala, usa valores positivos para aumentar la nitidez.	Utilise la substitution comme multiplicateur. En mode échelle, utilisez des valeurs positives pour augmenter la netteté.	Verwendet den überschriebenen Wert als Faktor. Im Skalierungsmodus erhöhen positive Werte die Schärfe.	Usa a substituição como multiplicador. No modo de escala, use valores positivos para aumentar a nitidez.
86	Aplicar el mismo valor a todas las texturas	Appliquer la même valeur à toutes les textures	Gleichen Wert auf alle Texturen anwenden	Aplicar o mesmo valor a todas as texturas
87	Aplicar el modelo	Appliquer le modèle	Modell anwenden	Aplicar o modelo
88	Más rojo indica más nitidez aplicada; las zonas verdes reciben menos nitidez.	Plus de rouge indique plus de netteté appliquée ; les zones vertes en reçoivent moins.	Rote Bereiche werden stärker, grüne Bereiche schwächer geschärft.	Mais vermelho indica mais nitidez aplicada; áreas verdes recebem menos nitidez.
89	Detección de artefactos	Détection d'artefacts	Artefakterkennung	Detecção de artefatos
90	Automático	Automatique	Automatisch	Automático
91	Automático (%3.1f)	Automatique (%3.1f)	Automatisch (%3.1f)	Automático (%3.1f)
92	Exposición automática	Exposition automatique	Automatische Belichtung	Exposição automática
93	Máscara de piel automática	Masque de peau automatique	Automatische Hautmaske	Máscara de pele automática
94	Opacidad del fondo	Opacité du fond	Hintergrunddeckkraft	Opacidade do fundo
95	Color de fondo	Couleur de fond	Hintergrundfarbe	Cor de fundo
96	Equilibrado	Équilibré	Ausgewogen	Equilibrado
97	Preajuste equilibrado	Préréglage équilibré	Ausgewogene Voreinstellung	Predefinição equilibrada
98	Porque el renderizado nativo está sobrevalorado.	Parce que le rendu natif est surestimé.	Weil natives Rendering überbewertet wird.	Porque a renderização nativa é superestimada.
99	Ideal si es compatible. Algunos juegos, como Cyberpunk, recurren al modo agresivo.	Idéal si compatible. Certains jeux, comme Cyberpunk, se replient sur le mode agressif.	Am besten bei Kompatibilität. Manche Spiele, etwa Cyberpunk, fallen auf Aggressiv zurück.	Ideal quando compatível. Alguns jogos, como Cyberpunk, usam o modo agressivo como alternativa.
100	Bicúbico	Bicubique	Bikubisch	Bicúbico
101	Excluye recursos poco usados de HUDless para evitar parpadeos y otros problemas. Activar o desactivar HUDfix borra la lista de exclusión.	Exclut les ressources rarement utilisées de HUDless pour éviter les scintillements. Activer ou désactiver HUDfix réinitialise cette liste.	Sperrt selten genutzte Ressourcen für HUDless gegen Flackern und andere Probleme. Umschalten von HUDfix setzt die Sperrliste zurück.	Exclui recursos pouco usados de HUDless para evitar cintilação e outros problemas. Ativar ou desativar HUDfix limpa a lista de exclusão.
102	Azul	Bleu	Blau	Azul
103	Grosor del borde	Épaisseur du bord	Randbreite	Espessura da borda
104	¡Se requiere modo sin bordes!	Mode sans bordure requis !	Randloser Anzeigemodus erforderlich!	Modo sem bordas necessário!
105	Abajo a la izquierda	En bas à gauche	Unten links	Inferior esquerdo
106	Abajo a la derecha	En bas à droite	Unten rechts	Inferior direito
107	Invítame a un café	Offrez-moi un café	Spendier mir einen Kaffee	Pague-me um café
108	Por defecto usa FSR Anti-Lag 2.0/XeLL si está disponible. Permite forzar LatencyFlex en su lugar.	Utilise FSR Anti-Lag 2.0/XeLL si disponible. Permet de forcer LatencyFlex à la place.	Nutzt standardmäßig FSR Anti-Lag 2.0/XeLL, falls verfügbar. Hier lässt sich stattdessen LatencyFlex erzwingen.	Usa FSR Anti-Lag 2.0/XeLL quando disponível. Permite forçar LatencyFlex em seu lugar.
109	Calcular sesgo mipmap	Calculer le biais mipmap	Mipmap-Bias berechnen	Calcular viés mipmap
110	Límite calculado: %.1f	Limite calculée : %.1f	Berechnetes Limit: %.1f	Limite calculado: %.1f
111	Plano lejano de cámara	Plan lointain de la caméra	Ferne Kameraebene	Plano distante da câmera
112	Depurar vectores de cámara	Débogage des vecteurs caméra	Kamera-Bewegungsvektoren debuggen	Depurar vetores da câmera
113	Plano cercano de cámara	Plan proche de la caméra	Nahe Kameraebene	Plano próximo da câmera
114	Compatible con cualquier salida FG. Requiere DLSS-FG activado en el juego. Admite HUDless directamente. Solo juegos con Streamline.	Compatible avec toute sortie FG. DLSS-FG doit être activé en jeu. HUDless pris en charge directement. Jeux Streamline uniquement.	Mit jeder FG-Ausgabe nutzbar. DLSS-FG muss im Spiel aktiv sein. HUDless wird direkt unterstützt. Nur Spiele mit Streamline.	Compatível com qualquer saída FG. Requer DLSS-FG ativado no jogo. Suporta HUDless diretamente. Apenas jogos com Streamline.
115	Compatible con cualquier salida FG. Requiere FSR-FG activado en el juego. Admite HUDless directamente.	Compatible avec toute sortie FG. FSR-FG doit être activé en jeu. HUDless pris en charge directement.	Mit jeder FG-Ausgabe nutzbar. FSR-FG muss im Spiel aktiv sein. HUDless wird direkt unterstützt.	Compatível com qualquer saída FG. Requer FSR-FG ativado no jogo. Suporta HUDless diretamente.
116	Puede corregir texturas borrosas. Valores negativos aumentan nitidez; positivos la reducen. Tiene un pequeño coste de rendimiento.	Peut corriger des textures floues. Les valeurs négatives accentuent la netteté ; les positives la réduisent. Faible coût en performances.	Kann unscharfe Texturen korrigieren. Negative Werte schärfen, positive machen unschärfer. Geringer Leistungsverlust.	Pode corrigir texturas borradas. Valores negativos aumentam a nitidez; positivos a reduzem. Pequeno custo de desempenho.
117	No se encuentran nvngx.dll, libxess.dll ni entradas FSR. El reescalado NO funcionará.	Impossible de trouver nvngx.dll, libxess.dll et les entrées FSR. La mise à l'échelle NE fonctionnera PAS.	nvngx.dll, libxess.dll und FSR-Eingaben fehlen. Upscaling funktioniert NICHT.	nvngx.dll, libxess.dll e entradas FSR não encontrados. O upscaling NÃO funcionará.
118	=	=	=	=
119	Cambiar FG	Changer de FG	FG wechseln	Alterar FG
120	Cambiar reescalador	Changer de moteur	Upscaler wechseln	Alterar upscaler
121	Cinematográfico	Cinématique	Filmisch	Cinematográfico
122	Limitar salida	Limiter la sortie	Ausgabe begrenzen	Limitar saída
123	Limita la imagen a [0, 1] para evitar halos y colores negativos. Recomendado en LDR; opcional en HDR según el mapeo tonal. Sin ajuste explícito, OptiScaler usa el indicador HDR del reescalador.	Limite l'image à [0, 1] pour éviter halos et couleurs négatives. Conseillé en LDR ; facultatif en HDR selon le tone mapping. Sans réglage explicite, OptiScaler utilise l'indicateur HDR du moteur.	Begrenzt das Bild auf [0, 1] gegen Halos und negative Farben. Für LDR empfohlen, bei HDR abhängig vom Tonemapping optional. Ohne Vorgabe nutzt OptiScaler das HDR-Flag des Upscalers.	Limita a imagem a [0, 1] para evitar halos e cores negativas. Recomendado em LDR; opcional em HDR conforme o mapeamento tonal. Sem ajuste explícito, OptiScaler usa o indicador HDR do upscaler.
124	Clásico	Classique	Klassisch	Clássico
125	Limpiar	Effacer	Leeren	Limpar
126	Pulsa una fila para editarla con el deslizador; vuelve a pulsarla para controlar el punto en vivo. > indica el punto actual.	Cliquez sur une ligne pour la régler avec le curseur, puis à nouveau pour contrôler le point en direct. > indique le point actif.	Zeile zum Bearbeiten mit dem Regler anklicken; erneut klicken steuert den Live-Punkt. > markiert den aktiven Punkt.	Clique numa linha para editá-la com o controle; clique novamente para controlar o ponto ao vivo. > indica o ponto atual.
127	Abre la wiki de OptiScaler en el navegador: compatibilidad, problemas conocidos, soluciones, opciones FG y otra información.	Ouvre le wiki OptiScaler dans le navigateur : compatibilité, problèmes connus, solutions, options FG et autres informations.	Öffnet das OptiScaler-Wiki im Browser: Kompatibilität, bekannte Probleme, Lösungen, FG-Optionen und weitere Informationen.	Abre a wiki do OptiScaler no navegador: compatibilidade, problemas conhecidos, soluções, opções FG e outras informações.
128	Cerrar	Fermer	Schließen	Fechar
129	Color	Couleur	Farbe	Cor
130	@129	@129	@129	@129
131	Intensidad del color	Intensité des couleurs	Farbstärke	Intensidade da cor
132	Combinado	Combiné	Kombiniert	Combinado
133	Común	Commun	Allgemein	Comum
134	Comparar	Comparer	Vergleichen	Comparar
135	Compilando sombreadores... Tiempo estimado: 05h:49m	Compilation des shaders... Estimation : 05h:49m	Shader werden kompiliert... Restzeit: 05h:49m	Compilando shaders... Estimativa: 05h:49m
136	Conservador	Conservateur	Konservativ	Conservador
137	Considera renombrar OptiScaler de %s a otro nombre compatible para evitar problemas.	Envisagez de renommer OptiScaler de %s vers un autre nom compatible pour éviter des problèmes.	OptiScaler von %s in einen anderen unterstützten Namen umbenennen, um Probleme zu vermeiden.	Considere renomear OptiScaler de %s para outro nome compatível para evitar problemas.
138	Los plebeyos de consola no pueden hacer esto	Les plébéiens sur console ne peuvent pas faire ça	Konsolen-Plebs können das nicht	A plebe dos consoles não consegue fazer isso
139	Contraste	Contraste	Kontrast	Contraste
140	Contraste activado	Contraste activé	Kontrast aktiviert	Contraste ativado
141	Reduce la nitidez en bordes de profundidad. Valores altos evitan mejor cruzar límites de objetos y reducen halos; valores bajos dan más nitidez, con mayor riesgo de artefactos.	Réduit l'accentuation aux discontinuités de profondeur. Les valeurs élevées protègent mieux les contours et réduisent les halos ; les faibles donnent plus de netteté, avec davantage de risques.	Reduziert Schärfung an Tiefenkanten. Hohe Werte schützen Objektgrenzen stärker und mindern Halos; niedrige Werte ergeben mehr Schärfe, aber auch mehr Artefaktrisiko.	Reduz a nitidez nas bordas de profundidade. Valores altos protegem melhor os limites dos objetos e reduzem halos; valores baixos dão mais nitidez, com maior risco de artefatos.
142	Controla la nitidez en zonas de alto contraste.	Contrôle la netteté des zones à fort contraste.	Steuert die Schärfe in kontrastreichen Bereichen.	Controla a nitidez em áreas de alto contraste.
143	Intervalo de sincronización DXGI Present: 0 presenta inmediatamente, sin esperar VSync; 1 sincroniza cada refresco; 2 o más presenta cada N refrescos y reduce los FPS. Valores altos pueden reducir el desgarro, pero aumentan latencia y limitan FPS. Usa 0 para mínima latencia o 1 para VSync normal.	Intervalle DXGI Present : 0 affiche immédiatement, sans attente VSync ; 1 synchronise chaque rafraîchissement ; 2 ou plus affiche tous les N rafraîchissements et réduit les FPS. Les valeurs élevées peuvent réduire les déchirures mais augmenter la latence. Utilisez 0 pour la latence minimale ou 1 pour VSync normal.	DXGI-Present-Synchronisationsintervall: 0 zeigt sofort ohne VSync-Warten an; 1 synchronisiert jeden Bildwechsel; ab 2 wird nur alle N Bildwechsel präsentiert, wodurch die FPS sinken. Hohe Werte können Tearing reduzieren, aber Latenz erhöhen und FPS begrenzen. 0 für minimale Latenz oder 1 für normales VSync verwenden.	Intervalo de sincronização DXGI Present: 0 apresenta imediatamente sem esperar VSync; 1 sincroniza cada atualização; 2 ou mais apresenta a cada N atualizações, reduzindo os FPS. Valores altos podem reduzir cortes, mas aumentar a latência e limitar FPS. Use 0 para latência mínima ou 1 para VSync normal.
144	Resígnate con inteligencia	Résignez-vous intelligemment	Cleverer schönreden	Conforme-se com inteligência
145	La resignación es fuerte en este...	La résignation est puissante chez celui-ci...	Die Verdrängung ist stark in diesem hier...	A conformação é forte neste aqui...
146	Acumulación añadida por fotograma donde aparece una zona antes oculta o la máscara reactiva supera 0.0f. Reducirla y marcar el objeto con estelas (sin vectores de movimiento) cerca de 1.0f en la máscara puede reducir estelas temporales, pero aumentar parpadeos en detalles finos.	Accumulation ajoutée par image dans les zones désoccultées ou où le masque réactif dépasse 0.0f. La réduire et marquer l'objet à traînées (sans vecteurs de mouvement) près de 1.0f dans le masque peut réduire les traînées temporelles, mais accroître le scintillement des détails fins.	Akkumulation pro Frame in neu sichtbaren Bereichen oder bei reaktiver Maske über 0.0f. Ein niedrigerer Wert und eine Maskierung des nachziehenden Objekts ohne Bewegungsvektoren nahe 1.0f können zeitliche Nachbilder reduzieren, aber feine Details stärker flackern lassen.	Acúmulo adicionado por quadro em áreas recém-reveladas ou onde a máscara reativa supera 0.0f. Reduzi-lo e marcar o objeto com rastros (sem vetores de movimento) perto de 1.0f na máscara pode reduzir rastros temporais, mas aumentar cintilação em detalhes finos.
147	Actual: %.3f / %.3f	Actuel : %.3f / %.3f	Aktuell: %.3f / %.3f	Atual: %.3f / %.3f
148	Actual: %.3f / %.3f, Objetivo: %.3f	Actuel : %.3f / %.3f, Cible : %.3f	Aktuell: %.3f / %.3f, Ziel: %.3f	Atual: %.3f / %.3f, Alvo: %.3f
149	Actual: %.3f / %.3f, Objetivo: Base * %.3f	Actuel : %.3f / %.3f, Cible : Base * %.3f	Aktuell: %.3f / %.3f, Ziel: Basis * %.3f	Atual: %.3f / %.3f, Alvo: Base * %.3f
150	Actual: %.3f / %.3f, Objetivo: Base + %.3f	Actuel : %.3f / %.3f, Cible : Base + %.3f	Aktuell: %.3f / %.3f, Ziel: Basis + %.3f	Atual: %.3f / %.3f, Alvo: Base + %.3f
151	Estado DLSSG actual:	État DLSSG actuel :	Aktueller DLSSG-Status:	Estado atual do DLSSG:
152	Estado FSR-FG actual:	État FSR-FG actuel :	Aktueller FSR-FG-Status:	Estado atual do FSR-FG:
153	Estado Streamline FG actual:	État Streamline FG actuel :	Aktueller Streamline-FG-Status:	Estado atual do Streamline FG:
154	Método actual: %s	Méthode actuelle : %s	Aktuelle Methode: %s	Método atual: %s
155	Desplazamiento X del cursor	Décalage X du curseur	Mauszeigerversatz X	Deslocamento X do cursor
156	Desplazamiento Y del cursor	Décalage Y du curseur	Mauszeigerversatz Y	Deslocamento Y do cursor
157	Color de acento personalizado	Couleur d'accent personnalisée	Eigene Akzentfarbe	Cor de destaque personalizada
158	Color de fondo personalizado	Couleur de fond personnalisée	Eigene Hintergrundfarbe	Cor de fundo personalizada
159	Recorta la transparencia de la interfaz para ayudar a interpolar. Usa Mostrar interfaz detectada para comparar. 0.0 es automático.	Limite la transparence de l'interface pour aider l'interpolation. Utilisez Afficher l'interface détectée pour comparer. 0.0 est automatique.	Beschneidet UI-Transparenz für bessere Interpolation. Mit Erkannte UI anzeigen vergleichen. 0.0 bedeutet automatisch.	Recorta a transparência da interface para ajudar a interpolação. Use Mostrar interface detectada para comparar. 0.0 é automático.
160	D3D11 con DX12	D3D11 avec DX12	D3D11 mit DX12	D3D11 com DX12
161	Depuración DA + MAS	Débogage DA + MAS	DA- und MAS-Debugging	Depuração DA + MAS
162	Versión DE: %d.%d.%d.%d Versión GB: %d.%d	Version DE : %d.%d.%d.%d Version GB : %d.%d	DE-Version: %d.%d.%d.%d GB-Version: %d.%d	Versão DE: %d.%d.%d.%d Versão GB: %d.%d
